date_index,day_of_week,day_of_year,is_weekend,is_holiday,product,category,unit_cost,price,discount_rate,effective_price,competitor_price,price_gap_pct,marketing_spend,visibility_index,units_sold,revenue,profit,margin_pct
317,2,317,0,0,EtaDesk,Furniture,80,149.06,0.17,123.72,163.93,-24.53,21.8,0.637,4,494.88,174.88,35.34
317,2,317,0,0,ThetaMat,Accessories,15,37.59,0.007,37.33,39.54,-5.6,13.39,0.601,7,261.29,156.29,59.81
318,3,318,0,0,AlphaWatch,Wearables,40,92.94,0.113,82.44,108.47,-24.0,6.65,0.524,4,329.75,169.75,51.48
318,3,318,0,0,BetaBuds,Audio,25,56.17,0.088,51.23,59.48,-13.88,2.84,0.554,5,256.14,131.14,51.2
318,3,318,0,0,GammaBand,Wearables,18,39.46,0.02,38.67,43.02,-10.11,9.29,0.5,10,386.71,206.71,53.45
318,3,318,0,0,DeltaDock,Accessories,30,55.85,0.038,53.73,55.99,-4.04,32.39,0.873,4,214.91,94.91,44.16
318,3,318,0,0,EpsilonCam,Imaging,55,138.5,0.033,133.93,132.83,0.83,38.78,1.05,2,267.86,157.86,58.93
318,3,318,0,0,ZetaHub,Accessories,22,41.5,0.104,37.18,45.69,-18.62,53.32,0.895,42,1561.73,637.73,40.83
318,3,318,0,0,EtaDesk,Furniture,80,162.4,0.074,150.38,150.74,-0.24,23.89,0.629,3,451.15,211.15,46.8
318,3,318,0,0,ThetaMat,Accessories,15,27.47,0.148,23.4,26.38,-11.28,39.68,0.829,163,3814.92,1369.92,35.91
319,4,319,0,0,AlphaWatch,Wearables,40,94.42,0.068,88.0,83.98,4.79,0.31,0.5,1,88.0,48.0,54.55
319,4,319,0,0,BetaBuds,Audio,25,52.37,0.157,44.15,59.76,-26.12,20.52,0.507,10,441.48,191.48,43.37
319,4,319,0,0,GammaBand,Wearables,18,42.0,0.115,37.17,47.6,-21.91,60.67,1.045,52,1932.84,996.84,51.57
319,4,319,0,0,DeltaDock,Accessories,30,68.88,0.192,55.66,64.41,-13.59,9.93,0.652,2,111.31,51.31,46.1
319,4,319,0,0,EpsilonCam,Imaging,55,114.35,0.106,102.23,119.81,-14.67,5.48,0.667,3,306.69,141.69,46.2
319,4,319,0,0,ZetaHub,Accessories,22,59.8,0.12,52.62,59.82,-12.03,7.96,0.521,7,368.37,214.37,58.19
319,4,319,0,0,EtaDesk,Furniture,80,197.32,0.131,171.47,237.82,-27.9,10.12,0.613,2,342.94,182.94,53.34
319,4,319,0,0,ThetaMat,Accessories,15,39.61,0.086,36.2,38.85,-6.81,51.8,1.218,32,1158.51,678.51,58.57
320,5,320,1,0,AlphaWatch,Wearables,40,96.87,0.132,84.08,90.67,-7.26,156.89,1.5,17,1429.41,749.41,52.43
320,5,320,1,0,BetaBuds,Audio,25,56.27,0.217,44.06,68.88,-36.03,28.96,0.796,22,969.31,419.31,43.26
320,5,320,1,0,GammaBand,Wearables,18,44.55,0.019,43.7,53.66,-18.55,33.94,0.575,22,961.48,565.48,58.81
320,5,320,1,0,DeltaDock,Accessories,30,82.81,0.047,78.92,80.41,-1.86,94.01,1.231,5,394.59,244.59,61.99
320,5,320,1,0,EpsilonCam,Imaging,55,147.18,0.085,134.67,152.61,-11.76,0.34,0.5,1,134.67,79.67,59.16
320,5,320,1,0,ZetaHub,Accessories,22,48.42,0.044,46.29,52.34,-11.56,9.74,0.65,14,648.05,340.05,52.47
320,5,320,1,0,EtaDesk,Furniture,80,178.38,0.038,171.6,176.7,-2.89,27.64,0.628,4,686.41,366.41,53.38
320,5,320,1,0,ThetaMat,Accessories,15,35.22,0.089,32.09,34.8,-7.8,12.4,0.542,20,641.71,341.71,53.25
321,6,321,1,0,AlphaWatch,Wearables,40,72.46,0.005,72.1,81.83,-11.89,54.19,0.912,7,504.68,224.68,44.52
321,6,321,1,0,BetaBuds,Audio,25,65.72,0.012,64.93,73.75,-11.96,37.9,0.905,7,454.52,279.52,61.5
321,6,321,1,0,GammaBand,Wearables,18,49.09,0.032,47.52,50.73,-6.33,18.33,0.65,14,665.27,413.27,62.12
321,6,321,1,0,DeltaDock,Accessories,30,74.22,0.118,65.46,62.28,5.11,8.85,0.618,1,65.46,35.46,54.17
321,6,321,1,0,EpsilonCam,Imaging,55,140.07,0.009,138.81,126.89,9.39,15.71,0.791,1,138.81,83.81,60.38
321,6,321,1,0,ZetaHub,Accessories,22,39.68,0.07,36.9,45.4,-18.72,0.72,0.703,8,295.22,119.22,40.38
321,6,321,1,0,EtaDesk,Furniture,80,176.81,0.02,173.27,205.75,-15.78,93.66,1.282,8,1386.19,746.19,53.83
321,6,321,1,0,ThetaMat,Accessories,15,37.42,0.032,36.22,39.35,-7.95,32.29,0.745,25,905.56,530.56,58.59
322,0,322,0,0,AlphaWatch,Wearables,40,90.22,0.112,80.12,82.07,-2.38,45.92,0.951,7,560.81,280.81,50.07
322,0,322,0,0,BetaBuds,Audio,25,66.01,0.048,62.84,76.84,-18.22,1.33,0.5,1,62.84,37.84,60.22
322,0,322,0,0,GammaBand,Wearables,18,43.7,0.081,40.16,55.77,-27.99,31.48,0.748,36,1445.77,797.77,55.18
322,0,322,0,0,DeltaDock,Accessories,30,72.57,0.048,69.09,77.24,-10.56,8.44,0.5,1,69.09,39.09,56.58
322,0,322,0,0,EpsilonCam,Imaging,55,102.02,0.135,88.25,107.48,-17.89,14.34,0.51,4,352.99,132.99,37.68
322,0,322,0,0,ZetaHub,Accessories,22,39.66,0.049,37.72,37.15,1.53,14.91,0.686,27,1018.35,424.35,41.67
322,0,322,0,0,EtaDesk,Furniture,80,210.36,0.069,195.85,195.91,-0.03,41.99,0.735,4,783.38,463.38,59.15
322,0,322,0,0,ThetaMat,Accessories,15,41.78,0.004,41.61,43.79,-4.97,2.08,0.759,9,374.52,239.52,63.95
323,1,323,0,0,AlphaWatch,Wearables,40,87.18,0.075,80.64,80.59,0.06,48.51,0.896,5,403.21,203.21,50.4
323,1,323,0,0,BetaBuds,Audio,25,57.5,0.036,55.43,57.77,-4.05,3.13,0.5,2,110.86,60.86,54.9
323,1,323,0,0,GammaBand,Wearables,18,42.59,0.156,35.95,44.6,-19.4,4.01,0.539,15,539.19,269.19,49.92
323,1,323,0,0,DeltaDock,Accessories,30,66.38,0.019,65.12,62.91,3.51,18.55,0.751,2,130.24,70.24,53.93
323,1,323,0,0,EpsilonCam,Imaging,55,137.9,0.063,129.21,135.35,-4.53,3.22,0.588,1,129.21,74.21,57.43
323,1,323,0,0,ZetaHub,Accessories,22,39.38,0.078,36.31,39.73,-8.61,116.23,1.425,68,2468.97,972.97,39.41
323,1,323,0,0,EtaDesk,Furniture,80,188.95,0.216,148.14,190.1,-22.07,30.76,0.832,3,444.41,204.41,46.0
323,1,323,0,0,ThetaMat,Accessories,15,36.82,0.161,30.89,44.14,-30.01,26.23,0.739,19,586.95,301.95,51.44
324,2,324,0,0,AlphaWatch,Wearables,40,85.85,0.066,80.18,73.56,9.0,47.67,0.736,8,641.47,321.47,50.11
324,2,324,0,0,BetaBuds,Audio,25,66.08,0.099,59.54,62.79,-5.18,1.31,0.514,4,238.15,138.15,58.01
324,2,324,0,0,GammaBand,Wearables,18,42.53,0.14,36.58,44.79,-18.34,13.91,0.715,32,1170.43,594.43,50.79
324,2,324,0,0,DeltaDock,Accessories,30,52.19,0.159,43.89,59.14,-25.78,67.6,1.266,7,307.24,97.24,31.65
324,2,324,0,0,EpsilonCam,Imaging,55,145.72,0.045,139.16,160.48,-13.28,24.63,0.652,1,139.16,84.16,60.48
324,2,324,0,0,ZetaHub,Accessories,22,45.04,0.104,40.36,57.74,-30.11,6.22,0.617,10,403.56,183.56,45.48
324,2,324,0,0,EtaDesk,Furniture,80,149.67,0.028,145.48,164.69,-11.66,59.4,0.829,4,581.92,261.92,45.01
324,2,324,0,0,ThetaMat,Accessories,15,39.6,0.04,38.02,43.73,-13.07,11.49,0.5,12,456.19,276.19,60.54
325,3,325,0,0,AlphaWatch,Wearables,40,81.75,0.176,67.36,92.74,-27.36,33.06,0.643,7,471.53,191.53,40.62
325,3,325,0,0,BetaBuds,Audio,25,45.16,0.023,44.12,47.37,-6.86,51.44,0.892,26,1147.15,497.15,43.34
325,3,325,0,0,GammaBand,Wearables,18,35.63,0.098,32.14,37.71,-14.78,17.39,0.701,45,1446.22,636.22,43.99
325,3,325,0,0,DeltaDock,Accessories,30,82.7,0.096,74.76,89.53,-16.5,45.62,1.107,3,224.28,134.28,59.87
325,3,325,0,0,EpsilonCam,Imaging,55,141.55,0.069,131.78,167.87,-21.5,48.94,0.69,4,527.13,307.13,58.26
325,3,325,0,0,ZetaHub,Accessories,22,58.06,0.054,54.92,60.19,-8.75,71.64,1.116,21,1153.42,691.42,59.95
325,3,325,0,0,EtaDesk,Furniture,80,179.56,0.039,172.56,168.31,2.52,22.43,0.805,4,690.23,370.23,53.64
325,3,325,0,0,ThetaMat,Accessories,15,37.71,0.032,36.5,37.27,-2.06,22.28,0.56,11,401.54,236.54,58.91
326,4,326,0,0,AlphaWatch,Wearables,40,82.87,0.1,74.58,90.14,-17.26,10.97,0.5,3,223.75,103.75,46.37
326,4,326,0,0,BetaBuds,Audio,25,60.03,0.236,45.86,76.7,-40.2,28.16,0.614,20,917.26,417.26,45.49
326,4,326,0,0,GammaBand,Wearables,18,38.42,0.033,37.15,39.13,-5.05,31.36,0.642,27,1003.11,517.11,51.55
326,4,326,0,0,DeltaDock,Accessories,30,73.06,0.04,70.14,80.11,-12.45,10.77,0.624,1,70.14,40.14,57.23
326,4,326,0,0,EpsilonCam,Imaging,55,137.21,0.021,134.33,162.27,-17.22,10.82,0.651,2,268.66,158.66,59.06
326,4,326,0,0,ZetaHub,Accessories,22,53.15,0.284,38.06,57.74,-34.09,10.87,0.535,19,723.05,305.05,42.19
326,4,326,0,0,EtaDesk,Furniture,80,164.23,0.027,159.8,171.14,-6.63,15.91,0.748,3,479.39,239.39,49.94
326,4,326,0,0,ThetaMat,Accessories,15,31.77,0.177,26.15,29.53,-11.46,36.78,0.673,46,1202.75,512.75,42.63
327,5,327,1,0,AlphaWatch,Wearables,40,95.42,0.084,87.4,89.86,-2.73,14.68,0.554,2,174.81,94.81,54.24
327,5,327,1,0,BetaBuds,Audio,25,56.59,0.03,54.89,64.55,-14.96,4.77,0.5,3,164.68,89.68,54.46
327,5,327,1,0,GammaBand,Wearables,18,42.88,0.175,35.38,51.9,-31.84,61.48,1.029,107,3785.23,1859.23,49.12
327,5,327,1,0,DeltaDock,Accessories,30,73.43,0.155,62.05,79.58,-22.03,44.03,1.018,4,248.19,128.19,51.65
327,5,327,1,0,EpsilonCam,Imaging,55,124.72,0.046,118.98,113.13,5.17,30.65,0.692,4,475.93,255.93,53.77
327,5,327,1,0,ZetaHub,Accessories,22,47.48,0.051,45.06,52.99,-14.97,31.54,0.789,25,1126.46,576.46,51.17
327,5,327,1,0,EtaDesk,Furniture,80,161.25,0.047,153.67,183.04,-16.04,0.61,0.5,2,307.34,147.34,47.94
327,5,327,1,0,ThetaMat,Accessories,15,32.63,0.023,31.88,33.41,-4.58,15.28,0.555,21,669.47,354.47,52.95
328,6,328,1,1,AlphaWatch,Wearables,40,76.77,0.1,69.09,80.99,-14.69,112.17,1.37,23,1589.14,669.14,42.11
328,6,328,1,1,BetaBuds,Audio,25,53.81,0.076,49.72,60.2,-17.41,12.41,0.52,9,447.48,222.48,49.72
328,6,328,1,1,GammaBand,Wearables,18,37.78,0.003,37.67,30.86,22.06,121.96,1.5,123,4633.0,2419.0,52.21
328,6,328,1,1,DeltaDock,Accessories,30,82.25,0.098,74.19,74.05,0.19,17.5,0.603,2,148.38,88.38,59.56
328,6,328,1,1,EpsilonCam,Imaging,55,111.25,0.087,101.57,99.16,2.43,97.39,1.453,17,1726.71,791.71,45.85
328,6,328,1,1,ZetaHub,Accessories,22,45.82,0.076,42.34,48.14,-12.05,7.56,0.543,17,719.74,345.74,48.04
328,6,328,1,1,EtaDesk,Furniture,80,206.22,0.1,185.6,241.42,-23.12,255.22,1.5,14,2598.37,1478.37,56.9
328,6,328,1,1,ThetaMat,Accessories,15,28.02,0.112,24.88,27.11,-8.22,125.96,1.5,158,3931.32,1561.32,39.71
329,0,329,0,1,AlphaWatch,Wearables,40,70.85,0.053,67.09,67.56,-0.69,42.04,0.999,16,1073.52,433.52,40.38
329,0,329,0,1,BetaBuds,Audio,25,52.3,0.066,48.85,49.74,-1.79,36.92,0.765,16,781.57,381.57,48.82
329,0,329,0,1,GammaBand,Wearables,18,48.49,0.099,43.69,57.73,-24.32,33.79,0.5,28,1223.31,719.31,58.8
329,0,329,0,1,DeltaDock,Accessories,30,68.52,0.01,67.83,61.04,11.13,3.86,0.5,1,67.83,37.83,55.77
329,0,329,0,1,EpsilonCam,Imaging,55,138.72,0.076,128.18,132.67,-3.39,3.06,0.676,1,128.18,73.18,57.09
329,0,329,0,1,ZetaHub,Accessories,22,47.19,0.054,44.64,58.3,-23.43,47.29,0.908,41,1830.31,928.31,50.72
329,0,329,0,1,EtaDesk,Furniture,80,168.37,0.053,159.45,161.18,-1.08,7.41,0.5,1,159.45,79.45,49.83
329,0,329,0,1,ThetaMat,Accessories,15,40.34,0.096,36.47,46.45,-21.49,53.74,0.833,35,1276.36,751.36,58.87
330,1,330,0,1,AlphaWatch,Wearables,40,88.35,0.067,82.43,80.39,2.54,35.1,0.604,5,412.15,212.15,51.47
330,1,330,0,1,BetaBuds,Audio,25,56.26,0.036,54.23,70.39,-22.95,49.89,0.521,11,596.58,321.58,53.9
330,1,330,0,1,GammaBand,Wearables,18,37.81,0.031,36.64,45.53,-19.53,19.73,0.933,35,1282.33,652.33,50.87
330,1,330,0,1,DeltaDock,Accessories,30,78.2,0.048,74.45,83.85,-11.21,186.84,1.5,8,595.57,355.57,59.7
330,1,330,0,1,EpsilonCam,Imaging,55,103.18,0.003,102.87,106.66,-3.55,89.11,1.434,11,1131.58,526.58,46.53
330,1,330,0,1,ZetaHub,Accessories,22,53.93,0.02,52.85,62.93,-16.02,5.38,0.5,9,475.66,277.66,58.37
330,1,330,0,1,EtaDesk,Furniture,80,141.25,0.015,139.13,140.96,-1.3,76.41,0.987,8,1113.05,473.05,42.5
330,1,330,0,1,ThetaMat,Accessories,15,33.89,0.164,28.33,37.81,-25.07,43.05,0.82,32,906.63,426.63,47.06
331,2,331,0,1,AlphaWatch,Wearables,40,90.97,0.092,82.6,77.31,6.84,23.8,0.56,6,495.6,255.6,51.57
331,2,331,0,1,BetaBuds,Audio,25,66.03,0.164,55.2,66.51,-17.0,47.09,1.179,26,1435.23,785.23,54.71
331,2,331,0,1,GammaBand,Wearables,18,52.09,0.021,51.0,47.3,7.81,13.91,0.602,11,560.96,362.96,64.7
331,2,331,0,1,DeltaDock,Accessories,30,71.42,0.026,69.56,78.86,-11.79,33.41,0.899,3,208.69,118.69,56.87
331,2,331,0,1,EpsilonCam,Imaging,55,126.51,0.009,125.37,116.71,7.42,216.35,1.5,21,2632.8,1477.8,56.13
331,2,331,0,1,ZetaHub,Accessories,22,50.9,0.212,40.11,61.24,-34.5,0.44,0.5,9,360.98,162.98,45.15
331,2,331,0,1,EtaDesk,Furniture,80,176.64,0.175,145.73,156.41,-6.83,30.46,0.528,5,728.64,328.64,45.1
331,2,331,0,1,ThetaMat,Accessories,15,33.7,0.081,30.97,27.56,12.37,35.12,0.635,34,1052.99,542.99,51.57
332,3,332,0,1,AlphaWatch,Wearables,40,84.97,0.095,76.9,94.63,-18.74,11.08,0.919,6,461.39,221.39,47.98
332,3,332,0,1,BetaBuds,Audio,25,53.89,0.07,50.12,56.03,-10.55,12.38,0.505,12,601.41,301.41,50.12
332,3,332,0,1,GammaBand,Wearables,18,33.75,0.207,26.76,36.89,-27.45,17.46,0.659,47,1257.9,411.9,32.74
332,3,332,0,1,DeltaDock,Accessories,30,76.32,0.12,67.16,89.3,-24.79,42.86,0.749,3,201.48,111.48,55.33
332,3,332,0,1,EpsilonCam,Imaging,55,132.56,0.083,121.56,146.74,-17.16,19.24,0.636,4,486.23,266.23,54.75
332,3,332,0,1,ZetaHub,Accessories,22,44.31,0.024,43.25,45.63,-5.22,113.35,1.47,44,1902.85,934.85,49.13
332,3,332,0,1,EtaDesk,Furniture,80,213.15,0.118,188.0,189.1,-0.58,37.11,0.921,4,751.99,431.99,57.45
332,3,332,0,1,ThetaMat,Accessories,15,37.89,0.133,32.85,39.69,-17.23,35.42,0.584,32,1051.22,571.22,54.34
333,4,333,0,1,AlphaWatch,Wearables,40,87.97,0.047,83.84,102.52,-18.23,75.01,1.008,12,1006.02,526.02,52.29
333,4,333,0,1,BetaBuds,Audio,25,50.57,0.066,47.23,42.52,11.08,49.7,1.151,15,708.49,333.49,47.07
333,4,333,0,1,GammaBand,Wearables,18,34.11,0.116,30.15,37.42,-19.42,34.05,0.536,40,1206.13,486.13,40.3
333,4,333,0,1,DeltaDock,Accessories,30,62.89,0.105,56.29,64.05,-12.12,9.47,0.5,2,112.57,52.57,46.7
333,4,333,0,1,EpsilonCam,Imaging,55,116.82,0.109,104.09,111.61,-6.74,23.11,0.68,4,416.35,196.35,47.16
333,4,333,0,1,ZetaHub,Accessories,22,46.16,0.123,40.48,50.19,-19.34,13.02,0.839,23,931.09,425.09,45.66
333,4,333,0,1,EtaDesk,Furniture,80,176.76,0.208,139.99,179.72,-22.1,3.12,0.5,2,279.99,119.99,42.85
333,4,333,0,1,ThetaMat,Accessories,15,33.11,0.009,32.81,28.12,16.69,40.28,0.972,29,951.55,516.55,54.29
334,5,334,1,1,AlphaWatch,Wearables,40,105.83,0.058,99.69,127.6,-21.87,88.26,1.122,7,697.84,417.84,59.88
334,5,334,1,1,BetaBuds,Audio,25,63.52,0.181,52.02,59.9,-13.15,10.64,0.5,8,416.18,216.18,51.94
334,5,334,1,1,GammaBand,Wearables,18,40.54,0.023,39.61,30.32,30.63,1.89,0.54,9,356.47,194.47,54.55
334,5,334,1,1,DeltaDock,Accessories,30,66.21,0.053,62.7,72.25,-13.22,209.37,1.5,10,627.01,327.01,52.15
334,5,334,1,1,EpsilonCam,Imaging,55,111.2,0.18,91.18,120.5,-24.33,17.79,0.546,7,638.29,253.29,39.68
334,5,334,1,1,ZetaHub,Accessories,22,47.83,0.011,47.3,51.87,-8.8,59.22,1.258,33,1561.03,835.03,53.49
334,5,334,1,1,EtaDesk,Furniture,80,148.92,0.125,130.3,165.7,-21.36,10.82,0.81,8,1042.44,402.44,38.61
334,5,334,1,1,ThetaMat,Accessories,15,37.68,0.103,33.8,33.14,1.99,59.43,1.021,69,2332.13,1297.13,55.62
335,6,335,1,0,AlphaWatch,Wearables,40,108.6,0.105,97.2,126.5,-23.16,6.65,0.665,4,388.79,228.79,58.85
335,6,335,1,0,BetaBuds,Audio,25,49.36,0.055,46.65,53.88,-13.43,44.15,0.894,9,419.81,194.81,46.4
335,6,335,1,0,GammaBand,Wearables,18,49.91,0.077,46.07,46.12,-0.12,18.57,0.622,11,506.74,308.74,60.93
335,6,335,1,0,DeltaDock,Accessories,30,58.14,0.014,57.33,50.35,13.86,13.0,0.527,1,57.33,27.33,47.67
335,6,335,1,0,EpsilonCam,Imaging,55,114.27,0.036,110.16,112.4,-2.0,49.31,0.821,7,771.09,386.09,50.07
335,6,335,1,0,ZetaHub,Accessories,22,60.44,0.073,56.03,54.92,2.02,5.47,0.509,4,224.11,136.11,60.73
335,6,335,1,0,EtaDesk,Furniture,80,184.51,0.118,162.74,224.27,-27.44,4.0,0.5,2,325.48,165.48,50.84
335,6,335,1,0,ThetaMat,Accessories,15,37.67,0.212,29.68,45.4,-34.62,58.33,1.323,115,3413.66,1688.66,49.47
336,0,336,0,0,AlphaWatch,Wearables,40,107.05,0.076,98.91,95.13,3.98,2.93,0.651,2,197.83,117.83,59.56
336,0,336,0,0,BetaBuds,Audio,25,66.74,0.037,64.27,77.8,-17.39,5.81,0.5,3,192.81,117.81,61.1
336,0,336,0,0,GammaBand,Wearables,18,42.86,0.068,39.95,34.4,16.12,10.04,0.5,9,359.51,197.51,54.94
336,0,336,0,0,DeltaDock,Accessories,30,75.75,0.158,63.78,93.87,-32.05,73.62,0.812,7,446.47,236.47,52.96
336,0,336,0,0,EpsilonCam,Imaging,55,131.14,0.14,112.78,119.29,-5.46,47.82,0.802,5,563.9,288.9,51.23
336,0,336,0,0,ZetaHub,Accessories,22,62.69,0.087,57.24,54.02,5.95,39.07,0.825,12,686.83,422.83,61.56
336,0,336,0,0,EtaDesk,Furniture,80,176.22,0.189,142.91,179.45,-20.36,86.58,1.446,11,1572.06,692.06,44.02
336,0,336,0,0,ThetaMat,Accessories,15,30.84,0.085,28.22,29.1,-3.03,58.24,1.055,87,2455.02,1150.02,46.84
337,1,337,0,0,AlphaWatch,Wearables,40,107.34,0.138,92.53,90.42,2.33,51.18,0.982,5,462.64,262.64,56.77
337,1,337,0,0,BetaBuds,Audio,25,73.54,0.014,72.51,70.67,2.6,4.83,0.521,2,145.02,95.02,65.52
337,1,337,0,0,GammaBand,Wearables,18,34.68,0.011,34.3,40.07,-14.4,15.69,0.5,18,617.37,293.37,47.52
337,1,337,0,0,DeltaDock,Accessories,30,65.44,0.104,58.63,69.61,-15.77,32.79,0.824,7,410.44,200.44,48.84
337,1,337,0,0,EpsilonCam,Imaging,55,128.69,0.097,116.21,116.27,-0.05,61.76,0.993,5,581.04,306.04,52.67
337,1,337,0,0,ZetaHub,Accessories,22,52.74,0.031,51.11,52.83,-3.27,5.32,0.5,4,204.42,116.42,56.95
337,1,337,0,0,EtaDesk,Furniture,80,191.6,0.076,177.04,212.97,-16.87,79.25,0.85,7,1239.27,679.27,54.81
337,1,337,0,0,ThetaMat,Accessories,15,28.81,0.065,26.94,29.84,-9.73,10.46,0.565,31,835.06,370.06,44.32
338,2,338,0,0,AlphaWatch,Wearables,40,81.11,0.049,77.14,85.92,-10.22,0.82,0.648,2,154.27,74.27,48.14
338,2,338,0,0,BetaBuds,Audio,25,52.9,0.029,51.37,47.14,8.96,34.34,0.991,16,821.85,421.85,51.33
338,2,338,0,0,GammaBand,Wearables,18,40.02,0.156,33.78,38.65,-12.61,25.66,0.606,18,607.98,283.98,46.71
338,2,338,0,0,DeltaDock,Accessories,30,63.58,0.098,57.35,64.04,-10.45,14.61,0.5,2,114.7,54.7,47.69
338,2,338,0,0,EpsilonCam,Imaging,55,147.72,0.017,145.21,137.22,5.82,12.54,0.5,0,0.0,0.0,62.12
338,2,338,0,0,ZetaHub,Accessories,22,39.89,0.085,36.5,31.0,17.74,63.01,1.034,33,1204.48,478.48,39.72
338,2,338,0,0,EtaDesk,Furniture,80,158.16,0.061,148.51,165.57,-10.3,2.14,0.601,1,148.51,68.51,46.13
338,2,338,0,0,ThetaMat,Accessories,15,31.77,0.013,31.36,32.73,-4.19,48.11,1.044,40,1254.28,654.28,52.16
339,3,339,0,0,AlphaWatch,Wearables,40,97.16,0.137,83.85,111.48,-24.79,13.7,0.618,4,335.4,175.4,52.3
339,3,339,0,0,BetaBuds,Audio,25,44.12,0.068,41.12,46.76,-12.06,5.77,0.856,9,370.08,145.08,39.2
339,3,339,0,0,GammaBand,Wearables,18,41.11,0.081,37.78,49.34,-23.43,2.74,0.5,10,377.8,197.8,52.36
339,3,339,0,0,DeltaDock,Accessories,30,70.17,0.047,66.87,82.31,-18.76,40.85,0.5,2,133.74,73.74,55.14
339,3,339,0,0,EpsilonCam,Imaging,55,117.31,0.007,116.49,132.46,-12.06,66.01,1.144,6,698.93,368.93,52.79
339,3,339,0,0,ZetaHub,Accessories,22,47.6,0.02,46.65,44.64,4.5,8.98,0.5,10,466.48,246.48,52.84
339,3,339,0,0,EtaDesk,Furniture,80,152.36,0.06,143.22,173.91,-17.65,7.38,0.5,3,429.66,189.66,44.14
339,3,339,0,0,ThetaMat,Accessories,15,29.02,0.043,27.77,31.57,-12.03,105.44,1.24,77,2138.45,983.45,45.99
340,4,340,0,0,AlphaWatch,Wearables,40,79.57,0.041,76.31,81.62,-6.51,57.37,1.014,5,381.54,181.54,47.58
340,4,340,0,0,BetaBuds,Audio,25,53.64,0.014,52.89,65.9,-19.74,12.8,0.5,2,105.78,55.78,52.73
340,4,340,0,0,GammaBand,Wearables,18,50.92,0.084,46.64,44.75,4.23,40.8,1.16,25,1166.07,716.07,61.41
340,4,340,0,0,DeltaDock,Accessories,30,81.47,0.097,73.57,81.92,-10.2,62.08,0.873,4,294.27,174.27,59.22
340,4,340,0,0,EpsilonCam,Imaging,55,137.1,0.087,125.17,157.8,-20.68,9.57,0.748,2,250.34,140.34,56.06
340,4,340,0,0,ZetaHub,Accessories,22,56.82,0.151,48.24,60.96,-20.87,34.74,0.553,11,530.64,288.64,54.39
340,4,340,0,0,EtaDesk,Furniture,80,164.59,0.203,131.18,190.5,-31.14,7.11,0.867,3,393.53,153.53,39.01
340,4,340,0,0,ThetaMat,Accessories,15,25.58,0.065,23.92,26.87,-10.99,32.0,0.713,75,1793.8,668.8,37.28
341,5,341,1,0,AlphaWatch,Wearables,40,104.06,0.141,89.39,120.07,-25.55,15.38,0.655,3,268.16,148.16,55.25
341,5,341,1,0,BetaBuds,Audio,25,70.63,0.209,55.87,58.92,-5.18,83.48,1.433,23,1284.97,709.97,55.25
341,5,341,1,0,GammaBand,Wearables,18,35.36,0.108,31.54,29.51,6.88,85.51,1.206,45,1419.35,609.35,42.93
341,5,341,1,0,DeltaDock,Accessories,30,86.88,0.028,84.45,76.41,10.52,44.62,0.876,3,253.34,163.34,64.47
341,5,341,1,0,EpsilonCam,Imaging,55,143.54,0.004,142.97,163.24,-12.42,50.97,1.027,4,571.86,351.86,61.53
341,5,341,1,0,ZetaHub,Accessories,22,60.59,0.06,56.95,53.13,7.2,37.88,0.871,17,968.23,594.23,61.37
341,5,341,1,0,EtaDesk,Furniture,80,150.56,0.021,147.4,158.6,-7.06,4.72,0.582,2,294.8,134.8,45.73
341,5,341,1,0,ThetaMat,Accessories,15,36.15,0.053,34.23,41.48,-17.47,80.74,1.179,43,1472.06,827.06,56.18
342,6,342,1,0,AlphaWatch,Wearables,40,98.33,0.06,92.43,88.29,4.69,43.28,0.578,4,369.72,209.72,56.72
342,6,342,1,0,BetaBuds,Audio,25,70.08,0.055,66.23,61.7,7.33,63.33,0.851,8,529.8,329.8,62.25
342,6,342,1,0,GammaBand,Wearables,18,35.75,0.071,33.21,28.44,16.78,7.85,0.766,25,830.29,380.29,45.8
342,6,342,1,0,DeltaDock,Accessories,30,62.82,0.051,59.62,67.52,-11.71,133.09,1.5,10,596.16,296.16,49.68
342,6,342,1,0,EpsilonCam,Imaging,55,111.08,0.133,96.31,126.08,-23.61,6.54,0.637,3,288.92,123.92,42.89
342,6,342,1,0,ZetaHub,Accessories,22,56.12,0.018,55.11,44.41,24.09,6.18,0.5,4,220.44,132.44,60.08
342,6,342,1,0,EtaDesk,Furniture,80,139.59,0.055,131.91,146.92,-10.21,17.11,0.898,4,527.65,207.65,39.35
342,6,342,1,0,ThetaMat,Accessories,15,38.7,0.032,37.46,35.97,4.15,16.79,0.591,12,449.54,269.54,59.96
343,0,343,0,0,AlphaWatch,Wearables,40,96.67,0.09,87.97,114.09,-22.89,52.91,0.854,5,439.85,239.85,54.53
343,0,343,0,0,BetaBuds,Audio,25,63.35,0.108,56.51,69.14,-18.27,0.4,0.663,4,226.03,126.03,55.76
343,0,343,0,0,GammaBand,Wearables,18,39.1,0.096,35.35,45.78,-22.79,35.19,0.754,29,1025.05,503.05,49.08
343,0,343,0,0,DeltaDock,Accessories,30,70.7,0.115,62.57,77.89,-19.67,0.2,0.759,1,62.57,32.57,52.05
343,0,343,0,0,EpsilonCam,Imaging,55,131.05,0.047,124.89,131.31,-4.89,12.33,0.981,5,624.45,349.45,55.96
